0.99346,4.0731,2.3424,1.0872,0.34866,2.7969,1.814,0.16271,4.2001,3.1022,2.797,2.1542,0.27017
1.5897,3.8924,2.3964,0.9722,0.24358,2.7853,1.8824,0.13106,4.094,3.0664,2.5235,2.087,0.48693
1.8417,4.0108,2.8789,1.0507,0.21958,2.524,2.0608,0.11958,4.0234,2.9934,2.6214,2.655,0.25768
2.4412,3.6812,3.0188,0.64193,0.38954,2.3701,2.3547,0.10084,3.9749,2.9059,2.6194,2.4477,0.47569
2.4972,3.5085,3.113,0.53121,0.4986,2.7775,2.434,0.13951,3.8696,2.8322,2.7601,2.3521,0.51329
2.6265,3.345,2.9127,0.54408,0.33375,2.7066,2.2061,0.15535,3.9676,2.7582,2.7169,2.278,0.53204
2.3087,3.2784,2.7057,0.89136,0.21599,2.8672,2.0613,0.13509,4.2119,2.5928,2.4395,2.8124,0.52997
2.1362,3.5632,2.9235,0.54645,0.25539,3.0745,2.3302,0.1224,4.3707,2.4471,2.6629,3.2317,0.45579
1.1613,3.7705,2.5779,0.82794,0.41264,2.9529,2.0786,0.090086,4.407,2.5389,2.726,2.899,0.94015
1.4048,3.5059,2.5683,0.82282,0.70737,3.134,2.5341,0.20192,4.56,2.5146,3.0202,2.4741,0.96951
2.842,3.1014,2.8472,0.30447,0.46137,3.1408,2.8342,0.34087,4.4834,2.2889,2.5909,2.1648,0.83994
3.3347,2.8293,2.7711,0.19025,0.6152,2.9508,2.6613,0.2634,4.3291,1.8033,2.2064,2.3891,0.95711
3.0753,2.9764,2.8677,0.26919,0.80702,2.6747,2.6478,0.1875,4.1925,1.8075,2.5659,2.383,0.82597
3.0949,3.1391,2.9961,0.2149,0.95082,2.5794,2.6079,0.24003,4.3659,1.659,2.7258,2.8042,0.61432
2.4685,3.249,2.6558,0.35032,0.96549,2.7034,2.3791,0.20671,4.3926,2.0327,2.8114,2.7823,0.7014
2.6162,3.037,2.7079,0.37214,0.69596,2.7459,2.4328,0.18606,4.308,2.2309,2.7267,2.4569,0.72444
2.9522,3.1975,3.2174,0.37281,0.49045,3.0074,2.5816,0.23638,4.1317,1.9689,2.5624,2.4709,0.58746
2.9892,3.5171,3.4903,0.23905,0.39102,2.7803,2.4577,0.24368,4.2822,1.8345,2.7089,2.755,0.46317
3.217,3.4986,3.4266,0.4929,0.37814,2.5404,2.6787,0.55251,4.1299,1.8779,2.5674,2.7087,0.3409
2.889,3.4372,2.7458,0.90214,0.29849,2.3759,2.5458,0.37856,4.0773,2.1917,2.3516,2.7101,0.60711
3.2071,3.5216,3.0542,0.32128,0.32071,1.9838,2.4971,0.13593,4.1361,1.8187,2.4825,2.7093,0.44499
3.268,3.526,2.4633,0.46727,0.46486,2.2011,2.4617,0.12698,3.8825,1.1174,2.301,2.7878,0.53464
2.9183,3.5291,2.0466,0.4294,0.60834,2.3281,2.3841,0.19103,3.8956,1.1204,2.6512,2.7564,0.47821
2.7768,3.5098,2.0533,0.44192,0.85694,2.3727,2.6762,0.30377,3.9546,0.74654,2.9735,3.0589,0.35479
2.6519,3.4085,1.7197,0.4069,0.70151,2.5305,2.7029,0.34523,3.9839,0.79227,2.7086,3.0275,0.58074
2.9928,3.5017,2.2836,0.24112,0.60232,2.787,2.6865,0.34411,4.1211,1.1882,2.3407,2.7854,0.43206
3.4756,3.3745,2.5961,0.09235,0.76675,2.8398,2.8565,0.36453,4.3805,1.0789,2.4219,2.4531,0.36525
3.5982,3.3049,2.9315,0.084991,1.1686,2.9444,3.0195,0.39508,4.3521,0.83106,2.7516,2.7006,0.31015
3.3659,3.3063,2.7508,0.12327,1.5446,3.0178,3.1113,0.33313,4.2106,0.75106,2.9401,2.6166,0.39418
2.7263,3.3874,2.4504,0.27102,1.2835,2.6237,2.7968,0.41324,4.0716,1.5506,3.0268,2.1307,0.48307
2.9165,3.5816,2.7255,0.28704,1.4008,2.2622,2.9435,0.45218,3.9709,1.3908,3.074,2.8139,0.25264
3.2226,4.0193,2.764,0.19792,1.3634,1.9655,2.8155,0.37429,4.1388,0.77109,3.1774,3.4731,0.13161
3.7208,4.1665,3.1321,0.15531,1.3085,1.6378,2.9596,0.41621,4.012,0.56594,3.0522,3.4303,0.078721
3.2971,4.0112,2.7939,0.33686,1.1837,1.7532,2.731,0.58396,3.5508,0.99773,2.848,2.8859,0.14479
2.5886,3.8984,2.4793,0.51541,1.1356,1.9333,2.4361,0.54883,3.4384,1.3951,2.9194,2.6328,0.18947
2.2634,3.9134,2.4421,0.71395,0.94116,2.4616,2.3268,0.36875,3.7223,2.0321,2.661,2.5001,0.3245
2.8807,4.054,3.3341,0.28848,0.62859,2.4642,2.5118,0.21663,4.0852,2.2432,2.9474,2.6127,0.17433
3.4734,3.7809,3.2304,0.14987,0.50464,2.2847,2.7661,0.1119,3.9726,2.0732,3.0544,2.2635,0.31142
3.5372,3.3683,2.6077,0.088031,0.43744,2.4746,2.6718,0.098376,3.8456,2.0904,2.9442,2.0097,0.53427
3.7274,2.8984,1.7896,0.19764,0.50643,2.5539,2.9025,0.14445,3.6894,1.5215,2.4785,2.1941,0.95689
